wiki_title,wiki_pageid,wiki_url,wiki_state,wiki_level,wiki_wikidata_qid,wiki_nces_id,match_method,match_score,nces_school_id,nces_school_name,nces_sector,nces_state,nces_city,nces_low_grade,nces_high_grade
"University Preparatory School (Redding, California)",21898990,"https://en.wikipedia.org/wiki/University_Preparatory_School_(Redding,_California)",California,high,Q7894886,063660011467,fuzzy,100.0,068450007067,University High,public,CA,irvine,09,12
Upland High School,5442543,https://en.wikipedia.org/wiki/Upland_High_School,California,high,Q7898345,060001609086,nces_id,100.0,060001609086,Upland High,public,CA,upland,09,12
Upper Lake High School,26312410,https://en.wikipedia.org/wiki/Upper_Lake_High_School,California,high,Q7898735,060144206696,nces_id,100.0,060144206696,Upper Lake High,public,CA,upper lake,09,12
Vacaville High School,37964565,https://en.wikipedia.org/wiki/Vacaville_High_School,California,high,Q48976515,064059006709,nces_id,100.0,064059006709,Vacaville High,public,CA,vacaville,09,12
"Vail High School (Montebello, California)",47217665,"https://en.wikipedia.org/wiki/Vail_High_School_(Montebello,_California)",California,high,Q24766019,062547003811,nces_id,100.0,062547003811,Vail High (Continuation),public,CA,montebello,09,12
Val Verde High School,2420367,https://en.wikipedia.org/wiki/Val_Verde_High_School,California,high,Q7909164,069113510284,nces_id,100.0,069113510284,Val Verde High,public,CA,perris,09,12
"Valencia High School (Placentia, California)",4849784,"https://en.wikipedia.org/wiki/Valencia_High_School_(Placentia,_California)",California,high,Q7910659,063066004773,nces_id,100.0,063066004773,Valencia High,public,CA,placentia,09,12
"Valencia High School (Santa Clarita, California)",1680756,"https://en.wikipedia.org/wiki/Valencia_High_School_(Santa_Clarita,_California)",California,high,Q7910661,064251003264,nces_id,100.0,064251003264,Valencia High,public,CA,valencia,09,12
Valhalla High School (California),17982206,https://en.wikipedia.org/wiki/Valhalla_High_School_(California),California,high,Q7911575,061623002028,nces_id,100.0,061623002028,Valhalla High,public,CA,el cajon,09,12
Vallejo High School,20002201,https://en.wikipedia.org/wiki/Vallejo_High_School,California,high,Q7911923,064074006739,nces_id,100.0,064074006739,Vallejo High,public,CA,vallejo,09,12
"Valley Christian Academy (Santa Maria, California)",43714432,"https://en.wikipedia.org/wiki/Valley_Christian_Academy_(Santa_Maria,_California)",California,high,Q18159049,,name_state,100.0,A1900824,VALLEY CHRISTIAN ACADEMY,private,CA,santa maria,2,17
"Valley Christian Schools (Los Angeles County, California)",10558067,"https://en.wikipedia.org/wiki/Valley_Christian_Schools_(Los_Angeles_County,_California)",California,combined,Q7911997,,name_state,100.0,A9900721,VALLEY CHRISTIAN SCHOOLS,private,CA,dublin,2,17
"Valley Christian Schools (San Jose, California)",3081208,"https://en.wikipedia.org/wiki/Valley_Christian_Schools_(San_Jose,_California)",California,high,Q106310180,,name_state,100.0,A9900721,VALLEY CHRISTIAN SCHOOLS,private,CA,dublin,2,17
"Valley High School (Escondido, California)",23809597,"https://en.wikipedia.org/wiki/Valley_High_School_(Escondido,_California)",California,high,Q7912091,,fuzzy,100.0,069101013814,Valley Academy,public,CA,el centro,KG,12
"Valley High School (Sacramento, California)",11088791,"https://en.wikipedia.org/wiki/Valley_High_School_(Sacramento,_California)",California,high,Q7912096,061233001414,nces_id,100.0,061233001414,Valley High,public,CA,sacramento,09,12
"Valley High School (Santa Ana, California)",13433958,"https://en.wikipedia.org/wiki/Valley_High_School_(Santa_Ana,_California)",California,high,Q7912097,063531006011,nces_id,100.0,063531006011,Valley High,public,CA,santa ana,09,12
Valley Torah High School,14705564,https://en.wikipedia.org/wiki/Valley_Torah_High_School,California,high,Q7912225,,name_state,100.0,00081953,VALLEY TORAH HIGH SCHOOL,private,CA,valley village,14,17
"Valley View High School (Moreno Valley, California)",11794851,"https://en.wikipedia.org/wiki/Valley_View_High_School_(Moreno_Valley,_California)",California,high,Q7912272,062580009404,nces_id,100.0,062580009404,Valley View High,public,CA,moreno valley,09,12
"Valley View High School (Ontario, California)",8866693,"https://en.wikipedia.org/wiki/Valley_View_High_School_(Ontario,_California)",California,high,Q7912275,060816000797,nces_id,100.0,060816000797,Valley View High (Continuation),public,CA,ontario,09,12
Valley Vista High School (California),17696401,https://en.wikipedia.org/wiki/Valley_Vista_High_School_(California),California,high,Q7912300,061806002235,nces_id,100.0,061806002235,Valley Vista High,public,CA,fountain valley,09,12
Valor Christian Academy,51031469,https://en.wikipedia.org/wiki/Valor_Christian_Academy,California,high,Q25831382,,name_state,100.0,A0300221,VALOR CHRISTIAN ACADEMY,private,CA,redondo beach,2,13
Van Nuys High School,1857779,https://en.wikipedia.org/wiki/Van_Nuys_High_School,California,high,Q4008476,062271003424,nces_id,100.0,062271003424,Van Nuys Senior High,public,CA,van nuys,09,12
Vanden High School,13122197,https://en.wikipedia.org/wiki/Vanden_High_School,California,high,Q18159052,063963006600,nces_id,100.0,063963006600,Vanden High,public,CA,fairfield,09,12
Venice High School (Los Angeles),1801493,https://en.wikipedia.org/wiki/Venice_High_School_(Los_Angeles),California,high,Q9368394,062271003429,nces_id,100.0,062271003429,Venice Senior High,public,CA,los angeles,09,12
Ventura County Christian School,12923422,https://en.wikipedia.org/wiki/Ventura_County_Christian_School,California,high,Q7920371,,name_state,100.0,A9500861,VENTURA COUNTY CHRISTIAN SCHOOL,private,CA,ventura,2,17
Ventura High School,8994893,https://en.wikipedia.org/wiki/Ventura_High_School,California,high,Q7920383,064098006768,nces_id,100.0,064098006768,Ventura High,public,CA,ventura,09,12
Verbum Dei Jesuit High School,9475935,https://en.wikipedia.org/wiki/Verbum_Dei_Jesuit_High_School,California,high,Q7920993,,name_state,100.0,00072086,VERBUM DEI JESUIT HIGH SCHOOL,private,CA,los angeles,14,17
Verdugo Hills High School,24621701,https://en.wikipedia.org/wiki/Verdugo_Hills_High_School,California,high,Q7921149,062271003430,nces_id,100.0,062271003430,Verdugo Hills Senior High,public,CA,tujunga,09,12
Victor Valley High School,11397150,https://en.wikipedia.org/wiki/Victor_Valley_High_School,California,high,Q7926416,063697206782,nces_id,100.0,063697206782,Victor Valley High,public,CA,victorville,09,12
Victory Christian Academy,28040538,https://en.wikipedia.org/wiki/Victory_Christian_Academy,California,high,Q6705719,,name_state,100.0,A2100663,VICTORY CHRISTIAN ACADEMY,private,CA,santa rosa,3,17
View Park Preparatory High School,48848337,https://en.wikipedia.org/wiki/View_Park_Preparatory_High_School,California,high,Q22025956,062271011358,fuzzy,100.0,062622014614,Park View Elementary,public,CA,ontario,KG,06
Viewpoint School,4234571,https://en.wikipedia.org/wiki/Viewpoint_School,California,combined,Q7928818,,name_state,100.0,00081895,VIEWPOINT SCHOOL,private,CA,calabasas,2,17
Villa Park High School,8022274,https://en.wikipedia.org/wiki/Villa_Park_High_School,California,high,Q7930458,062865004456,nces_id,100.0,062865004456,Villa Park High,public,CA,villa park,09,12
Village Christian School,4197550,https://en.wikipedia.org/wiki/Village_Christian_School,California,high,Q7930628,,name_state,100.0,BB120185,VILLAGE CHRISTIAN SCHOOL,private,CA,sun valley,14,17
Village High School,23975164,https://en.wikipedia.org/wiki/Village_High_School,California,high,Q7930654,,fuzzy,100.0,060720011447,Village,public,CA,campbell,KG,05
Villanova Preparatory School,1492544,https://en.wikipedia.org/wiki/Villanova_Preparatory_School,California,high,Q7930878,,name_state,100.0,00071592,VILLANOVA PREPARATORY SCHOOL,private,CA,ojai,11,17
Vincent Memorial Catholic High School,11521643,https://en.wikipedia.org/wiki/Vincent_Memorial_Catholic_High_School,California,high,Q7931947,,name_state,100.0,00076987,VINCENT MEMORIAL CATHOLIC HIGH SCHOOL,private,CA,calexico,14,17
Vintage High School,9083000,https://en.wikipedia.org/wiki/Vintage_High_School,California,high,Q7932827,062664004037,nces_id,100.0,062664004037,Vintage High,public,CA,napa,09,12
"Vista High School (Lynwood, California)",19414755,"https://en.wikipedia.org/wiki/Vista_High_School_(Lynwood,_California)",California,high,Q7936451,062316003540,nces_id,100.0,062316003540,Vista High,public,CA,lynwood,09,12
"Vista High School (Vista, California)",12508710,"https://en.wikipedia.org/wiki/Vista_High_School_(Vista,_California)",California,high,Q7936450,064119006824,nces_id,100.0,064119006824,Vista High,public,CA,vista,09,12
Vista Murrieta High School,17260608,https://en.wikipedia.org/wiki/Vista_Murrieta_High_School,California,high,Q7936455,060002911249,nces_id,100.0,060002911249,Vista Murrieta High,public,CA,murrieta,09,12
Vista Verde School,5898397,https://en.wikipedia.org/wiki/Vista_Verde_School,California,middle,Q7936472,,fuzzy,100.0,068450007070,Vista Verde,public,CA,irvine,KG,08
"Vista del Lago High School (Folsom, California)",6895070,"https://en.wikipedia.org/wiki/Vista_del_Lago_High_School_(Folsom,_California)",California,high,Q7936479,061389011932,nces_id,100.0,061389011932,Vista del Lago High,public,CA,folsom,09,12
"Vista del Lago High School (Moreno Valley, California)",33007213,"https://en.wikipedia.org/wiki/Vista_del_Lago_High_School_(Moreno_Valley,_California)",California,high,Q7936480,062580010583,nces_id,100.0,062580010583,Vista del Lago High,public,CA,moreno valley,09,12
Waldorf School of Mendocino County,8312244,https://en.wikipedia.org/wiki/Waldorf_School_of_Mendocino_County,California,middle,Q7961613,00088813,nces_id,100.0,00088813,THE WALDORF SCHOOL OF MENDOCINO COUNTY,private,CA,calpella,2,13
Waldorf School of San Diego,19439678,https://en.wikipedia.org/wiki/Waldorf_School_of_San_Diego,California,high,Q7961615,,fuzzy,100.0,A9101468,THE WALDORF SCHOOL OF SAN DIEGO,private,CA,san diego,2,17
Walnut High School,5542273,https://en.wikipedia.org/wiki/Walnut_High_School,California,high,Q7963608,064128006843,nces_id,100.0,064128006843,Walnut High,public,CA,walnut,09,12
Walnutwood High School,29529656,https://en.wikipedia.org/wiki/Walnutwood_High_School,California,high,Q7963708,061389009821,nces_id,100.0,061389009821,Walnutwood High (Independent Study),public,CA,rancho cordova,KG,12
Walter Reed Middle School,4676374,https://en.wikipedia.org/wiki/Walter_Reed_Middle_School,California,middle,Q7965943,062271003299,nces_id,100.0,062271003299,Walter Reed Middle,public,CA,north hollywood,06,08
"Warren High School (Downey, California)",16945290,"https://en.wikipedia.org/wiki/Warren_High_School_(Downey,_California)",California,high,Q7970260,061146001278,nces_id,100.0,061146001278,Warren (Earl) High,public,CA,downey,09,12
Wasco Union High School,18657183,https://en.wikipedia.org/wiki/Wasco_Union_High_School,California,high,Q7971368,064143006849,nces_id,100.0,064143006849,Wasco High,public,CA,wasco,09,12
Washington College (California),48949277,https://en.wikipedia.org/wiki/Washington_College_(California),California,high,Q25247821,,fuzzy,100.0,064158012111,Washington Middle College High,public,CA,west sacramento,09,12
"Washington High School (Fremont, California)",3122069,"https://en.wikipedia.org/wiki/Washington_High_School_(Fremont,_California)",California,high,Q7971916,061440001692,nces_id,100.0,061440001692,Washington High,public,CA,fremont,09,12
Washington Union High School,6040939,https://en.wikipedia.org/wiki/Washington_Union_High_School,California,high,Q7972498,060141506864,nces_id,100.0,060141506864,Washington High,public,CA,fresno,09,12
Waterford High School (California),12244507,https://en.wikipedia.org/wiki/Waterford_High_School_(California),California,high,Q7974018,060006308657,nces_id,100.0,060006308657,Waterford High,public,CA,waterford,09,12
Watsonville High School,11491190,https://en.wikipedia.org/wiki/Watsonville_High_School,California,high,Q7974897,062949004555,nces_id,100.0,062949004555,Watsonville High,public,CA,watsonville,09,12
Weber Institute,31149455,https://en.wikipedia.org/wiki/Weber_Institute,California,high,Q7978751,,name_state,100.0,063801008619,Weber Institute,public,CA,stockton,09,12
Weed High School,2201561,https://en.wikipedia.org/wiki/Weed_High_School,California,high,Q7979331,063694006280,nces_id,100.0,063694006280,Weed High,public,CA,weed,09,12
West Adams Preparatory High School,12076857,https://en.wikipedia.org/wiki/West_Adams_Preparatory_High_School,California,high,Q7984236,062271012114,nces_id,100.0,062271012114,West Adams Preparatory High,public,CA,los angeles,09,12
West Campus High School,12671701,https://en.wikipedia.org/wiki/West_Campus_High_School,California,high,Q7984648,063384010600,nces_id,100.0,063384010600,West Campus,public,CA,sacramento,09,12
West Covina High School,4820508,https://en.wikipedia.org/wiki/West_Covina_High_School,California,high,Q7984894,064200006886,nces_id,100.0,064200006886,West Covina High,public,CA,west covina,09,12
"West High School (Bakersfield, California)",15664430,"https://en.wikipedia.org/wiki/West_High_School_(Bakersfield,_California)",California,high,Q7985357,061954002356,nces_id,100.0,061954002356,West High,public,CA,bakersfield,09,12
"West High School (Torrance, California)",5439612,"https://en.wikipedia.org/wiki/West_High_School_(Torrance,_California)",California,high,Q7985364,063942006580,nces_id,100.0,063942006580,West High,public,CA,torrance,09,12
West Hills High School,3616342,https://en.wikipedia.org/wiki/West_Hills_High_School,California,high,Q7985395,061623009141,nces_id,100.0,061623009141,West Hills High,public,CA,santee,09,12
West Ranch High School,3051964,https://en.wikipedia.org/wiki/West_Ranch_High_School,California,high,Q7986319,064251010914,nces_id,100.0,064251010914,West Ranch High,public,CA,valencia,09,12
"West Valley High School (Cottonwood, California)",8809680,"https://en.wikipedia.org/wiki/West_Valley_High_School_(Cottonwood,_California)",California,high,Q7986763,060270007642,nces_id,100.0,060270007642,West Valley Early College High,public,CA,cottonwood,09,12
"West Valley High School (Hemet, California)",10647889,"https://en.wikipedia.org/wiki/West_Valley_High_School_(Hemet,_California)",California,high,Q7986764,061692009852,nces_id,100.0,061692009852,West Valley High,public,CA,hemet,09,12
"Western Christian High School (Upland, California)",34951823,"https://en.wikipedia.org/wiki/Western_Christian_High_School_(Upland,_California)",California,high,Q7987716,,fuzzy,100.0,02114355,WESTERN CHRISTIAN SCHOOLS,private,CA,claremont,2,13
Western Sierra Collegiate Academy,46600826,https://en.wikipedia.org/wiki/Western_Sierra_Collegiate_Academy,California,high,Q22078090,,name_state,100.0,060247312390,Western Sierra Collegiate Academy,public,CA,rocklin,07,12
Westlake High School (California),7701504,https://en.wikipedia.org/wiki/Westlake_High_School_(California),California,high,Q7988976,060964001031,nces_id,100.0,060964001031,Westlake High,public,CA,westlake village,09,12
Westmark School,11639023,https://en.wikipedia.org/wiki/Westmark_School,California,high,Q7989068,,name_state,100.0,A9100989,WESTMARK SCHOOL,private,CA,encino,7,17
Westminster High School (California),4376199,https://en.wikipedia.org/wiki/Westminster_High_School_(California),California,high,Q7989165,061806002234,nces_id,100.0,061806002234,Westminster High,public,CA,westminster,09,12
Westmont High School (California),1773565,https://en.wikipedia.org/wiki/Westmont_High_School_(California),California,high,Q7989249,060723000676,nces_id,100.0,060723000676,Westmont High,public,CA,campbell,09,12
Westmoor High School,1783515,https://en.wikipedia.org/wiki/Westmoor_High_School,California,high,Q7989257,061893002298,nces_id,100.0,061893002298,Westmoor High,public,CA,daly city,09,12
Weston Ranch High School,8028218,https://en.wikipedia.org/wiki/Weston_Ranch_High_School,California,high,Q7989472,062361011321,nces_id,100.0,062361011321,Weston Ranch High,public,CA,manteca,09,12
Westside Neighborhood School,3930251,https://en.wikipedia.org/wiki/Westside_Neighborhood_School,California,middle,Q7989703,,name_state,100.0,01898973,WESTSIDE NEIGHBORHOOD SCHOOL,private,CA,los angeles,2,13
Westview High School (San Diego),2023642,https://en.wikipedia.org/wiki/Westview_High_School_(San_Diego),California,high,Q7989754,063153010632,nces_id,100.0,063153010632,Westview High,public,CA,san diego,09,12
Wheatland High School (California),9160437,https://en.wikipedia.org/wiki/Wheatland_High_School_(California),California,high,Q17066421,064235006930,nces_id,100.0,064235006930,Wheatland Union High,public,CA,wheatland,09,12
"Whitney High School (Cerritos, California)",2262832,"https://en.wikipedia.org/wiki/Whitney_High_School_(Cerritos,_California)",California,high,Q7996697,060162000029,nces_id,100.0,060162000029,Whitney (Gretchen) High,public,CA,cerritos,07,12
"Whitney High School (Rocklin, California)",11534140,"https://en.wikipedia.org/wiki/Whitney_High_School_(Rocklin,_California)",California,high,Q7996698,060001311010,nces_id,100.0,060001311010,Whitney High,public,CA,rocklin,09,12
Whittier Christian High School,6974102,https://en.wikipedia.org/wiki/Whittier_Christian_High_School,California,high,Q7996865,,fuzzy,100.0,A2300525,WHITTIER CHRISTIAN SCHOOL,private,CA,whittier,2,3
Whittier High School,6167502,https://en.wikipedia.org/wiki/Whittier_High_School,California,high,Q7996874,064248006955,nces_id,100.0,064248006955,Whittier High,public,CA,whittier,09,12
Wildwood School,778846,https://en.wikipedia.org/wiki/Wildwood_School,California,high,Q8001586,,name_state,100.0,A1700586,WILDWOOD SCHOOL,private,CA,los angeles,3,10
Will C. Crawford High School,21615641,https://en.wikipedia.org/wiki/Will_C._Crawford_High_School,California,high,Q5182859,063432011149,nces_id,100.0,063432011149,Crawford High,public,CA,san diego,09,12
Will C. Wood High School,38157479,https://en.wikipedia.org/wiki/Will_C._Wood_High_School,California,high,Q48968319,064059009648,nces_id,100.0,064059009648,Will C. Wood High,public,CA,vacaville,09,12
William C. Overfelt High School,2276457,https://en.wikipedia.org/wiki/William_C._Overfelt_High_School,California,high,Q8006376,061182001306,nces_id,100.0,061182001306,William C. Overfelt High,public,CA,san jose,09,12
William Howard Taft Charter High School,2220630,https://en.wikipedia.org/wiki/William_Howard_Taft_Charter_High_School,California,high,Q8012581,062271003387,nces_id,100.0,062271003387,Taft Charter High,public,CA,woodland hills,09,12
William S. Hart High School,3188038,https://en.wikipedia.org/wiki/William_S._Hart_High_School,California,high,Q5674162,064251006959,nces_id,100.0,064251006959,William S. Hart High,public,CA,newhall,09,12
Willits High School,20762659,https://en.wikipedia.org/wiki/Willits_High_School,California,high,Q8022161,064256006972,nces_id,100.0,064256006972,Willits High,public,CA,willits,09,12
Willow Creek Academy,41052712,https://en.wikipedia.org/wiki/Willow_Creek_Academy,California,combined,Q16967647,063600008732,fuzzy,100.0,064260006973,Willow Creek Elementary,public,CA,montague,KG,08
Willow Glen High School,2820909,https://en.wikipedia.org/wiki/Willow_Glen_High_School,California,high,Q8022316,063459005746,nces_id,100.0,063459005746,Willow Glen High,public,CA,san jose,09,12
Wilmer Amina Carter High School,8868348,https://en.wikipedia.org/wiki/Wilmer_Amina_Carter_High_School,California,high,Q8022695,063237011103,nces_id,100.0,063237011103,Wilmer Amina Carter High,public,CA,rialto,09,12
Wilson High School (California),76177135,https://en.wikipedia.org/wiki/Wilson_High_School_(California),California,high,Q124803369,,fuzzy,100.0,060005102014,Wilson Elementary,public,CA,gridley,02,05
Windsor High School (California),5431563,https://en.wikipedia.org/wiki/Windsor_High_School_(California),California,high,Q8024617,060003405470,nces_id,100.0,060003405470,Windsor High,public,CA,windsor,09,12
Windward School,2642632,https://en.wikipedia.org/wiki/Windward_School,California,high,Q8024812,,name_state,100.0,00092058,WINDWARD SCHOOL,private,CA,los angeles,12,17
Winston Preparatory School,8845683,https://en.wikipedia.org/wiki/Winston_Preparatory_School,California,high,Q8026117,,fuzzy,100.0,A9101489,WINSTON SCHOOL,private,CA,del mar,11,17
Winters High School (California),7397971,https://en.wikipedia.org/wiki/Winters_High_School_(California),California,high,Q8026503,064293006986,nces_id,100.0,064293006986,Winters High,public,CA,winters,09,12
"Woodbridge High School (Irvine, California)",1965325,"https://en.wikipedia.org/wiki/Woodbridge_High_School_(Irvine,_California)",California,high,Q8032414,068450007376,nces_id,100.0,068450007376,Woodbridge High,public,CA,irvine,09,12
Woodcreek High School,10691502,https://en.wikipedia.org/wiki/Woodcreek_High_School,California,high,Q8032533,063363003513,nces_id,100.0,063363003513,Woodcreek High,public,CA,roseville,09,12
Woodland High School (California),32027903,https://en.wikipedia.org/wiki/Woodland_High_School_(California),California,high,Q8032839,064308007011,nces_id,100.0,064308007011,Woodland Senior High,public,CA,woodland,09,12
Woodrow Wilson Classical High School,2873362,https://en.wikipedia.org/wiki/Woodrow_Wilson_Classical_High_School,California,high,Q8033193,062250002769,nces_id,100.0,062250002769,Wilson High,public,CA,long beach,09,12
Woodrow Wilson High School (Los Angeles),2650042,https://en.wikipedia.org/wiki/Woodrow_Wilson_High_School_(Los_Angeles),California,high,Q8033199,062271003466,nces_id,100.0,062271003466,Woodrow Wilson Senior High,public,CA,los angeles,09,12
Woodside High School (California),11333205,https://en.wikipedia.org/wiki/Woodside_High_School_(California),California,high,Q8033335,063639006199,nces_id,100.0,063639006199,Woodside High,public,CA,woodside,09,12
Woodside Priory School,3248185,https://en.wikipedia.org/wiki/Woodside_Priory_School,California,high,Q8033343,,name_state,100.0,00072315,WOODSIDE PRIORY SCHOOL,private,CA,portola valley,11,17
Workman High School,14090244,https://en.wikipedia.org/wiki/Workman_High_School,California,high,Q8035023,061632502074,nces_id,100.0,061632502074,William Workman High,public,CA,city of industry,09,12
Xavier College Preparatory High School (California),11523282,https://en.wikipedia.org/wiki/Xavier_College_Preparatory_High_School_(California),California,high,Q8043220,,name_state,100.0,A0900624,XAVIER COLLEGE PREPARATORY HIGH SCHOOL,private,CA,palm desert,14,17
"Yavneh Day School (Los Gatos, California)",6744649,"https://en.wikipedia.org/wiki/Yavneh_Day_School_(Los_Gatos,_California)",California,middle,Q8050402,,name_state,100.0,A0500784,YAVNEH DAY SCHOOL,private,CA,los gatos,3,13
Yerba Buena High School,2914258,https://en.wikipedia.org/wiki/Yerba_Buena_High_School,California,high,Q8052540,061182001310,nces_id,100.0,061182001310,Yerba Buena High,public,CA,san jose,09,12
Yeshiva Gedolah of Los Angeles,63642330,https://en.wikipedia.org/wiki/Yeshiva_Gedolah_of_Los_Angeles,California,high,Q96415794,,fuzzy,100.0,00094124,YESHIVA GEDOLAH LOS ANGELES,private,CA,los angeles,14,17
Ygnacio Valley High School,1813962,https://en.wikipedia.org/wiki/Ygnacio_Valley_High_School,California,high,Q8053411,062637003986,nces_id,100.0,062637003986,Ygnacio Valley High,public,CA,concord,09,12
Yorba Linda High School,16281354,https://en.wikipedia.org/wiki/Yorba_Linda_High_School,California,high,Q8055270,063066012429,nces_id,100.0,063066012429,Yorba Linda High,public,CA,yorba linda,09,12
York School (California),2327899,https://en.wikipedia.org/wiki/York_School_(California),California,high,Q8055542,,fuzzy,100.0,061668002099,York,public,CA,hawthorne,KG,05
Yosemite High School,11334298,https://en.wikipedia.org/wiki/Yosemite_High_School,California,high,Q8055923,060016007023,nces_id,100.0,060016007023,Yosemite High,public,CA,oakhurst,09,12
Yreka High School,59422365,https://en.wikipedia.org/wiki/Yreka_High_School,California,high,Q60763750,,fuzzy,100.0,064341007027,Yreka High,public,CA,yreka,09,12
Yuba City Charter School,5149952,https://en.wikipedia.org/wiki/Yuba_City_Charter_School,California,combined,Q8060102,,fuzzy,100.0,060199608658,Yuba City Charter,public,CA,yuba city,KG,12
Yuba City High School,6921277,https://en.wikipedia.org/wiki/Yuba_City_High_School,California,high,Q17060421,064347007041,nces_id,100.0,064347007041,Yuba City High,public,CA,yuba city,09,12
Yucaipa High School,11835861,https://en.wikipedia.org/wiki/Yucaipa_High_School,California,high,Q8060142,064356007048,nces_id,100.0,064356007048,Yucaipa High,public,CA,yucaipa,09,12
Yucca Valley High School,693262,https://en.wikipedia.org/wiki/Yucca_Valley_High_School,California,high,Q8060168,062586003895,nces_id,100.0,062586003895,Yucca Valley High,public,CA,twentynine palms,09,12
Ánimo Venice Charter High School,21001833,https://en.wikipedia.org/wiki/Ánimo_Venice_Charter_High_School,California,high,Q4765193,060246110848,nces_id,100.0,060246110848,Animo Venice Charter High,public,CA,los angeles,09,12
Abraham Lincoln High School (Colorado),5868887,https://en.wikipedia.org/wiki/Abraham_Lincoln_High_School_(Colorado),Colorado,high,Q4669022,080336000305,nces_id,100.0,080336000305,Abraham Lincoln High School,public,CO,denver,09,12
Adams City High School,27586422,https://en.wikipedia.org/wiki/Adams_City_High_School,Colorado,high,Q4680312,080195000010,nces_id,100.0,080195000010,Adams City High School,public,CO,commerce city,09,12
Air Academy High School,3669211,https://en.wikipedia.org/wiki/Air_Academy_High_School,Colorado,high,Q4697711,080192000002,nces_id,100.0,080192000002,Air Academy High School,public,CO,usaf academy,09,12
Alameda International Junior/Senior High School,47326819,https://en.wikipedia.org/wiki/Alameda_International_Junior/Senior_High_School,Colorado,high,Q21015902,080480000691,nces_id,100.0,080480000691,Alameda International Junior/Senior High School,public,CO,lakewood,07,12
Alamosa High School,35296325,https://en.wikipedia.org/wiki/Alamosa_High_School,Colorado,high,Q4705996,080207000027,nces_id,100.0,080207000027,Alamosa High School,public,CO,alamosa,09,12
Arapahoe High School (Colorado),3748499,https://en.wikipedia.org/wiki/Arapahoe_High_School_(Colorado),Colorado,high,Q4784200,080531000873,nces_id,100.0,080531000873,Arapahoe High School,public,CO,centennial,09,12
Arrupe Jesuit High School,11105350,https://en.wikipedia.org/wiki/Arrupe_Jesuit_High_School,Colorado,high,Q4796288,,name_state,100.0,A0700349,ARRUPE JESUIT HIGH SCHOOL,private,CO,denver,14,17
Arvada High School,10171362,https://en.wikipedia.org/wiki/Arvada_High_School,Colorado,high,Q4802348,080480000694,nces_id,100.0,080480000694,Arvada High School,public,CO,arvada,09,12
Arvada West High School,24744991,https://en.wikipedia.org/wiki/Arvada_West_High_School,Colorado,high,Q4802350,080480000695,nces_id,100.0,080480000695,Arvada West High School,public,CO,arvada,09,12
Aspen High School,64114822,https://en.wikipedia.org/wiki/Aspen_High_School,Colorado,high,Q96372465,080228000047,nces_id,100.0,080228000047,Aspen High School,public,CO,aspen,09,12
Aspen Valley High School,16913747,https://en.wikipedia.org/wiki/Aspen_Valley_High_School,Colorado,high,Q4807853,080192000858,nces_id,100.0,080192000858,Aspen Valley High School,public,CO,colorado springs,09,12
Atlas Schools,49879374,https://en.wikipedia.org/wiki/Atlas_Schools,Colorado,high,Q24765406,080453006425,nces_id,100.0,080453006425,Atlas Preparatory High School,public,CO,colorado springs,09,12
Aurora Central High School,5630540,https://en.wikipedia.org/wiki/Aurora_Central_High_School,Colorado,high,Q4822511,080234000056,nces_id,100.0,080234000056,Aurora Central Campus,public,CO,aurora,PK,12
Battle Mountain High School (Colorado),18624580,https://en.wikipedia.org/wiki/Battle_Mountain_High_School_(Colorado),Colorado,high,Q4870078,080354000461,nces_id,100.0,080354000461,Battle Mountain High School,public,CO,edwards,09,12
Bayfield High School (Colorado),61368921,https://en.wikipedia.org/wiki/Bayfield_High_School_(Colorado),Colorado,high,Q85746022,080240000090,nces_id,100.0,080240000090,Bayfield High School,public,CO,bayfield,09,12
Bear Creek High School (Colorado),13162644,https://en.wikipedia.org/wiki/Bear_Creek_High_School_(Colorado),Colorado,high,Q4876397,080480000697,nces_id,100.0,080480000697,Bear Creek High School,public,CO,lakewood,09,12
Bennett High School (Colorado),5461072,https://en.wikipedia.org/wiki/Bennett_High_School_(Colorado),Colorado,high,Q4889699,080243000092,nces_id,100.0,080243000092,Bennett High School,public,CO,bennett,09,12
Berthoud High School,15696947,https://en.wikipedia.org/wiki/Berthoud_High_School,Colorado,high,Q4895591,080540000927,nces_id,100.0,080540000927,Berthoud High School,public,CO,berthoud,09,12
Beth Jacob High School of Denver,79231832,https://en.wikipedia.org/wiki/Beth_Jacob_High_School_of_Denver,Colorado,high,Q132853378,,name_state,100.0,00209206,BETH JACOB HIGH SCHOOL OF DENVER,private,CO,denver,14,17
Bishop Machebeuf High School,11105757,https://en.wikipedia.org/wiki/Bishop_Machebeuf_High_School,Colorado,high,Q4917636,,name_state,100.0,00208075,BISHOP MACHEBEUF HIGH SCHOOL,private,CO,denver,14,17
Boulder High School,7590199,https://en.wikipedia.org/wiki/Boulder_High_School,Colorado,high,Q4949563,080249000101,nces_id,100.0,080249000101,Boulder High School,public,CO,boulder,09,12
Brighton High School (Colorado),22163140,https://en.wikipedia.org/wiki/Brighton_High_School_(Colorado),Colorado,high,Q4967662,080258000144,nces_id,100.0,080258000144,Brighton High School,public,CO,brighton,09,12
Broomfield High School,7753551,https://en.wikipedia.org/wiki/Broomfield_High_School,Colorado,high,Q4975300,080249000103,nces_id,100.0,080249000103,Broomfield High School,public,CO,broomfield,09,12
